PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
3084	PERSON	the girl		good	leave;be;say;warn;dwarf	5.73666666667	4.10333333333	5.41444444444	But during the day the girl was left quite alone, so the good Dwarfs warned her, saying:
3085	LOCATION	the house	anyone;t		be;let;don;find;do	5.92857142857	3.59714285714	6.02428571429	She will soon find out you are here, and whatever you do don"t let anyone into the house."
3086	PERSON	Queen	woman;s;lung;liver;mirror;world	beautiful;more	be;say;eat;step;have;dream;think	6.17529411765	4.03705882353	5.71941176471	Now the Queen, after she thought she had eaten Snowdrop"s lungs and liver, never dreamed but that she was once more the most beautiful woman in the world; so stepping before her mirror one day she said:
3086	PERSON	Snowdrop	woman;s;lung;liver;mirror;world	beautiful;more	be;say;eat;step;have;dream;think	6.17529411765	4.03705882353	5.71941176471	Now the Queen, after she thought she had eaten Snowdrop"s lungs and liver, never dreamed but that she was once more the most beautiful woman in the world; so stepping before her mirror one day she said:
3089	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3091	PERSON	Snowdrop	man	little;fair	dwell;be	5.92	3.64428571429	5.61428571429	Snowdrop, who dwells with the seven little men, Is as fair as you, as fair again."
3092	LOCATION	the door	time	same	knock;call	5.6625	3.46	5.295	There she knocked at the door, calling out at the same time:
3094	PERSON	Snowdrop			peep;call	5.69	3.62	5.32	Snowdrop peeped out of the window, and called out:
3094	LOCATION	the window			peep;call	5.69	3.62	5.32	Snowdrop peeped out of the window, and called out:
3097	LOCATION	the door	woman;lace;snowdrop	pretty;honest	unbar;buy;let;think	6.59	3.954	6.256	"Surely I can let the honest woman in," thought Snowdrop; so she unbarred the door and bought the pretty lace.
3099	PERSON	Snowdrop	breath;s;woman;bodice;evil	old;dead	lace;let;take;fall;suspect;stand	4.74846153846	3.98846153846	4.95538461538	Snowdrop, suspecting no evil, stood before her and let her lace her bodice up, but the old woman laced her so quickly and so tightly that it took Snowdrop"s breath away, and she fell down dead.
3099	PERSON	Snowdrop	breath;s;woman;bodice;evil	old;dead	lace;let;take;fall;suspect;stand	4.74846153846	3.98846153846	4.95538461538	Snowdrop, suspecting no evil, stood before her and let her lace her bodice up, but the old woman laced her so quickly and so tightly that it took Snowdrop"s breath away, and she fell down dead.
3103	PERSON	Queen	home;mirror	old;wicked	go;say;get	5.505	4.585	5.5	As soon as the wicked old Queen got home she went straight to her mirror, and said:
3106	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3109	PERSON	Lady Queen		true;fair	be	6.852	4.16	6.106	"My Lady Queen, you are fair, "tis true,
3111	PERSON	Snowdrop	man	little	dwell	5.245	3.875	5.39	Snowdrop, who dwells with the seven little men,
3113	PERSON	Snowdrop	death	pale;alive	become;see;hear;be	5.17	4.175	5.31125	When she heard this she became as pale as death, because she saw at once that Snowdrop must be alive again.
3115	LOCATION	the house	hill;dwarf		go;knock;reach;call	5.626	3.677	5.635	So she went over the seven hills till she reached the house of the seven Dwarfs, and knocking at the door she called out:
3115	LOCATION	the door	hill;dwarf		go;knock;reach;call	5.626	3.677	5.635	So she went over the seven hills till she reached the house of the seven Dwarfs, and knocking at the door she called out:
3117	PERSON	Snowdrop			say;look	6.11	3.82	6.05	Snowdrop looked out of the window and said:
3117	LOCATION	the window			say;look	6.11	3.82	6.05	Snowdrop looked out of the window and said:
3121	LOCATION	the way	hair;ll		comb	5.685	3.485	5.8	"Now I"ll comb your hair properly for you, for once in the way."
3124	LOCATION	the door	guard	more	warn;be;open	5.77166666667	3.66166666667	5.44333333333	Then they warned her once more to be on her guard, and to open the door to no one.
3125	PERSON	Queen	home;mirror		go;ask;get	6.37666666667	4.23166666667	5.93	As soon as the Queen got home she went straight to her mirror, and asked:
3128	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3131	PERSON	Lady Queen		true;fair	be	6.852	4.16	6.106	"My Lady Queen, you are fair, "tis true,
3133	PERSON	Snowdrop	man	little	dwell	5.245	3.875	5.39	Snowdrop, who dwells with the seven little men,
3137	LOCATION	the door	head	usual	put;knock;call	5.70714285714	3.60142857143	5.75571428571	She knocked at the door, as usual, but Snowdrop put her head out of the window and called out:
3137	PERSON	Snowdrop	head	usual	put;knock;call	5.70714285714	3.60142857143	5.75571428571	She knocked at the door, as usual, but Snowdrop put her head out of the window and called out:
3137	LOCATION	the window	head	usual	put;knock;call	5.70714285714	3.60142857143	5.75571428571	She knocked at the door, as usual, but Snowdrop put her head out of the window and called out:
3140	PERSON	Queen	glee;eye	cruel	sparkle;cry;laugh	5.80714285714	4.98142857143	5.59142857143	Then the eyes of the cruel Queen sparkled with glee, and laughing aloud she cried:
3145	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3148	PERSON	Lady Queen		fair	be	6.6875	3.955	5.8825	"You are most fair, my Lady Queen,
3149	LOCATION	the land	none	fairer	ween	5.805	4.025	5.47	None fairer in the land, I ween."
3153	PERSON	Snowdrop	owl;death;air;s;bird;raven	little;last	bewail;come;dive	5.58	4.34230769231	5.29230769231	And the very birds of the air came and bewailed Snowdrop"s death, first an owl, and then a raven, and last of all a little dove.
3154	PERSON	Snowdrop	snow;hair;blood;time;coffin;ebony	long;fast;black;same;white;red	be;remain;lay;look	5.57	3.94066666667	5.26933333333	Snowdrop lay a long time in the coffin, and she always looked the same, just as if she were fast asleep, and she remained as white as snow, as red as blood, and her hair as black as ebony.
3162	PERSON	Snowdrop	pomp;marriage;splendour	great	go;consent;celebrate;be	6.73428571429	4.50857142857	5.76857142857	Snowdrop consented, and went with him, and the marriage was celebrated with great pomp and splendour.
3166	LOCATION	the land		fair	s	6.25	3.78	5.68666666667	Who in all the land"s most fair?"
3169	PERSON	Lady Queen		true;fair	be	6.852	4.16	6.106	"My Lady Queen, you are fair, "tis true,
3172	PERSON	Grimm				5.0	5.0	5.0	(29) Grimm.
3175	PERSON	Dullhead	opportunity	youngest;possible	sneer;be;jeer;call;snub	5.61571428571	3.94	5.49571428571	The youngest of them was called Dullhead, and was sneered and jeered at and snubbed on every possible opportunity.
3176	LOCATION	the forest	hunger;thirst;son;wood;bottle;mother;cake;wine	sure;fine;eldest;rich	be;cut;give;wish;start;go;happen;suffer	5.86791666667	4.30833333333	5.51375	One day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.
3177	LOCATION	the forest	draught;good-morning;pocket;wine;cake;piece;man	little;old;grey;thirsty;hungry	do;give;wish;get;reach;say;let;have;meet;be	5.55178571429	4.21714285714	5.51571428571	When he reached the forest he met a little old grey man who wished him "Good-morning," and said: "Do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine--I am so hungry and thirsty."
3181	PERSON	Dullhead	wood;father		go;say;cut;let	5.68285714286	4.17857142857	5.62571428571	So then Dullhead said: "Father, let me go out and cut wood."
3184	LOCATION	the forest	cake;draught;piece;bottle;man	little;old;grey;thirsty;hungry	be;give;get;greet;say;meet	5.4825	4.3185	5.4375	When he got to the forest, he too met the little grey old man, who greeted him and said: "Give me a piece of your cake and a draught from your bottle; I am so hungry and thirsty."
3185	PERSON	Dullhead	beer;cinder-cake	sour	sit;get;let;have;reply;eat;care	5.83909090909	3.89363636364	5.79727272727	And Dullhead replied: "I"ve only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat."
3188	LOCATION	the inn	daughter;landlord;goose;curiosity;feather;bird	golden;wonderful	be;see;long;have;fill	5.97411764706	3.81294117647	5.63529411765	Now the landlord of the inn had three daughters, and when they saw the goose they were filled with curiosity as to what this wonderful bird could be, and each longed to have one of its golden feathers.
3190	LOCATION	Heaven	sake;s		keep	6.025	3.965	5.275	for Heaven"s sake, keep off!"
3194	PERSON	Dullhead	goose;clerk		touch;do;run;stick;be	5.67125	4.03375	5.68	But no sooner did they touch the clerk than they stuck on too, and so there were seven of them running after Dullhead and his goose.
3195	PERSON	the King	laugh		marry;decree;succeed;make;have	6.42571428571	4.91285714286	5.88	So the King had decreed that whoever should succeed in making her laugh should marry her.
3196	PERSON	Dullhead	sort;son-in-law;objection;cellarful;bride;wine;man	much;whole;fancy	claim;do;make;drink;tell;find	5.77833333333	4.37444444444	5.69222222222	Then Dullhead claimed her as his bride, but the King, who did not much fancy him as a son-in-law, made all sorts of objections, and told him he must first find a man who could drink up a whole cellarful of wine.
3196	PERSON	the King	sort;son-in-law;objection;cellarful;bride;wine;man	much;whole;fancy	claim;do;make;drink;tell;find	5.77833333333	4.37444444444	5.69222222222	Then Dullhead claimed her as his bride, but the King, who did not much fancy him as a son-in-law, made all sorts of objections, and told him he must first find a man who could drink up a whole cellarful of wine.
3197	PERSON	Dullhead	expression;face;bethought;spot;man	little;sure;dismal;grey	cut;help;sit;feel;see;have;go	5.64052631579	4.09631578947	5.55578947368	Dullhead bethought him of the little grey man, who could, he felt sure, help him; so he went off to the forest, and on the very spot where he had cut down the tree he saw a man sitting with a most dismal expression of face.
3197	LOCATION	the forest	expression;face;bethought;spot;man	little;sure;dismal;grey	cut;help;sit;feel;see;have;go	5.64052631579	4.09631578947	5.55578947368	Dullhead bethought him of the little grey man, who could, he felt sure, help him; so he went off to the forest, and on the very spot where he had cut down the tree he saw a man sitting with a most dismal expression of face.
3197	LOCATION	the tree	expression;face;bethought;spot;man	little;sure;dismal;grey	cut;help;sit;feel;see;have;go	5.64052631579	4.09631578947	5.55578947368	Dullhead bethought him of the little grey man, who could, he felt sure, help him; so he went off to the forest, and on the very spot where he had cut down the tree he saw a man sitting with a most dismal expression of face.
3199	PERSON	the King	s;cellar;contents;cask	huge;whole	close;drink;take;sit	5.69533333333	4.19866666667	5.49266666667	So he took him to the King"s cellar, and the man sat down before the huge casks and drank and drank till he drank up the whole contents of the cellar before the day closed.
